GEO_ID_long,GEO_ID,STATEFIP,COUNTYFIP,CountyNAME,TotalPopulation_2010,Hispanic_2010,NonHispanic_2010,PopulationofOneRace_2010,Whitealone_2010,Blackalon_2010,AIANalone_2010,Asianalone_2010,NativeHawaiianPIalone_2010,SomeOtherRace_2010,Mixed_2010,DiversityIndex2010,GEOID,NAME,TotalPopulation_2020,Hispanic_2020,NonHispanic_2020,PopulationofOneRace_2020,Whitealone_2020,Blackalon_2020,AIANalone_2020,Asianalone_2020,NativeHawaiianPIalone_2020,SomeOtherRace_2020,Mixed_2020,DiversityIndex2020,ChangeDiversityIndex,RateChangeDiversityIndex,ChangeDiversityIndexPercent,RateChangeDiversityIndexPercent
0500000US36039,36039,36,39,"Greene County, New York",49221,2419,46802,46085,42857,2606,122,382,15,103,717,0.236,0500000US36039,Greene County,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,0.312,0.076,0.321,7.6%,32.1%
0500000US36041,36041,36,41,"Hamilton County, New York",4836,51,4785,4737,4664,33,11,24,4,1,48,0.070,0500000US36041,Hamilton County,5107,100,5007,4831,4769,30,14,12,1,5,176,0.126,0.057,0.816,5.7%,81.6%
0500000US36043,36043,36,43,"Herkimer County, New York",64519,1040,63479,62836,61690,640,137,325,8,36,643,0.085,0500000US36043,Herkimer County,60139,1530,58609,55955,54653,682,76,359,32,153,2654,0.171,0.086,1.009,8.6%,100.9%
0500000US36045,36045,36,45,"Jefferson County, New York",116229,6143,110086,107515,99682,5475,500,1464,273,121,2571,0.259,0500000US36045,Jefferson County,116721,7990,108731,102473,92755,6271,461,2185,300,501,6258,0.358,0.099,0.382,9.9%,38.2%
0500000US36047,36047,36,47,"Kings County, New York",2504700,496285,2008415,1968405,893306,799066,4638,260129,633,10633,40010,0.721,0500000US36047,Kings County,2736074,516426,2219648,2106478,968427,729696,3964,370776,718,32897,113170,0.748,0.027,0.038,2.7%,3.8%
0500000US36049,36049,36,49,"Lewis County, New York",27087,357,26730,26531,26225,170,44,72,16,4,199,0.062,0500000US36049,Lewis County,26582,460,26122,25213,24942,103,40,65,11,52,909,0.118,0.056,0.894,5.6%,89.4%
0500000US36051,36051,36,51,"Livingston County, New York",65393,1802,63591,62790,60296,1491,158,780,11,54,801,0.148,0500000US36051,Livingston County,61834,2721,59113,56669,54611,1071,125,653,6,203,2444,0.216,0.068,0.458,6.8%,45.8%
0500000US36053,36053,36,53,"Madison County, New York",73442,1316,72126,71282,68916,1260,473,576,11,46,844,0.119,0500000US36053,Madison County,68016,1673,66343,63333,60965,1071,435,664,11,187,3010,0.194,0.075,0.633,7.5%,63.3%
0500000US36055,36055,36,55,"Monroe County, New York",744344,54005,690339,676377,542034,107448,1589,24023,182,1101,13962,0.442,0500000US36055,Monroe County,759443,72745,686698,655616,506153,112710,1320,32294,181,2958,31082,0.521,0.079,0.178,7.9%,17.8%
0500000US36057,36057,36,57,"Montgomery County, New York",50219,5654,44565,43967,42732,712,103,356,11,53,598,0.263,0500000US36057,Montgomery County,49532,7312,42220,40005,38237,987,83,479,9,210,2215,0.380,0.117,0.445,11.7%,44.5%
0500000US36059,36059,36,59,"Nassau County, New York",1339532,195355,1144177,1126488,877309,141305,1379,101558,197,4740,17689,0.533,0500000US36059,Nassau County,1395774,256425,1139349,1103621,779454,147216,1714,163165,292,11780,35728,0.629,0.096,0.180,9.6%,18.0%
0500000US36061,36061,36,61,"New York County, New York",1585873,403577,1182296,1152339,761493,205340,2144,177624,533,5205,29957,0.675,0500000US36061,New York County,1694251,402640,1291611,1228622,793294,199592,1895,219624,882,13335,62989,0.692,0.017,0.025,1.7%,2.5%
0500000US36063,36063,36,63,"Niagara County, New York",216469,4694,211775,207600,188907,14511,2135,1807,55,185,4175,0.233,0500000US36063,Niagara County,212666,7818,204848,195412,173691,16206,2294,2439,45,737,9436,0.324,0.091,0.389,9.1%,38.9%
0500000US36065,36065,36,65,"Oneida County, New York",234878,10819,224059,220250,199254,13682,499,6522,49,244,3809,0.274,0500000US36065,Oneida County,232125,15191,216934,207804,180984,14989,508,10522,72,729,9130,0.380,0.106,0.388,10.6%,38.8%
0500000US36067,36067,36,67,"Onondaga County, New York",467026,18829,448197,437249,370040,48696,3432,14370,120,591,10948,0.358,0500000US36067,Onondaga County,476516,26572,449944,426820,347290,54410,2940,20119,106,1955,23124,0.448,0.090,0.252,9.0%,25.2%
0500000US36069,36069,36,69,"Ontario County, New York",107931,3679,104252,102782,99119,2226,244,1111,16,66,1470,0.155,0500000US36069,Ontario County,112458,6113,106345,101848,97397,2439,197,1374,23,418,4497,0.245,0.090,0.582,9.0%,58.2%
0500000US36071,36071,36,71,"Orange County, New York",372813,67185,305628,298624,254259,33895,908,8685,80,797,7004,0.493,0500000US36071,Orange County,401310,89744,311566,297724,231848,41341,754,11665,104,12012,13842,0.603,0.109,0.222,10.9%,22.2%
0500000US36073,36073,36,73,"Orleans County, New York",42883,1757,41126,40437,37658,2368,199,173,7,32,689,0.224,0500000US36073,Orleans County,40343,2087,38256,36361,34037,1840,177,154,12,141,1895,0.281,0.057,0.256,5.7%,25.6%
0500000US36075,36075,36,75,"Oswego County, New York",122109,2552,119557,118200,116091,862,465,709,14,59,1357,0.095,0500000US36075,Oswego County,117525,3616,113909,108728,105710,1370,457,870,19,302,5181,0.188,0.092,0.967,9.2%,96.7%
0500000US36077,36077,36,77,"Otsego County, New York",62259,1921,60338,59513,57734,958,103,660,16,42,825,0.139,0500000US36077,Otsego County,58524,2392,56132,53788,51490,1189,109,813,7,180,2344,0.222,0.083,0.602,8.3%,60.2%
0500000US36079,36079,36,79,"Putnam County, New York",99710,11661,88049,86894,82709,2047,121,1832,14,171,1155,0.297,0500000US36079,Putnam County,97668,17760,79908,77166,71942,2425,80,2146,12,561,2742,0.422,0.125,0.421,12.5%,42.1%
0500000US36081,36081,36,81,"Queens County, New York",2230722,613750,1616972,1560865,616727,395881,6490,508334,1094,32339,56107,0.764,0500000US36081,Queens County,2405464,667861,1737603,1653491,549358,381375,9576,656583,1110,55489,84112,0.769,0.006,0.008,0.6%,0.8%
0500000US36083,36083,36,83,"Rensselaer County, New York",159429,6080,153349,150165,136555,9592,283,3469,25,241,3184,0.260,0500000US36083,Rensselaer County,161130,9482,151648,143144,124600,11800,310,5711,17,706,8504,0.389,0.129,0.494,12.9%,49.4%
0500000US36085,36085,36,85,"Richmond County, New York",468730,81051,387679,381039,300169,44313,695,34697,137,1028,6640,0.545,0500000US36085,Richmond County,495747,96960,398787,387469,277981,46835,624,58753,135,3141,11318,0.624,0.078,0.144,7.8%,14.4%
0500000US36087,36087,36,87,"Rockland County, New York",311687,48783,262904,258531,203670,34623,487,19099,43,609,4373,0.532,0500000US36087,Rockland County,338329,66451,271878,264178,206113,33775,390,20413,42,3445,7700,0.576,0.044,0.082,4.4%,8.2%
0500000US36089,36089,36,89,"St. Lawrence County, New York",111944,2146,109798,108464,103943,2259,1051,1074,26,111,1334,0.137,0500000US36089,St. Lawrence County,108505,2832,105673,101893,96556,2788,1143,1089,19,298,3780,0.205,0.069,0.502,6.9%,50.2%
0500000US36091,36091,36,91,"Saratoga County, New York",219607,5279,214328,211167,203647,3053,325,3880,35,227,3161,0.139,0500000US36091,Saratoga County,235509,8667,226842,216171,203781,3752,301,7444,60,833,10671,0.247,0.108,0.777,10.8%,77.7%
0500000US36093,36093,36,93,"Schenectady County, New York",154727,8827,145900,141088,119409,13528,445,4917,81,2708,4812,0.391,0500000US36093,Schenectady County,158061,12505,145556,134631,104878,15943,930,8281,130,4469,10925,0.535,0.144,0.367,14.4%,36.7%
0500000US36095,36095,36,95,"Schoharie County, New York",32749,924,31825,31440,30742,394,54,217,3,30,385,0.118,0500000US36095,Schoharie County,29714,1075,28639,27339,26658,277,68,210,3,123,1300,0.192,0.074,0.629,7.4%,62.9%
0500000US36097,36097,36,97,"Schuyler County, New York",18343,234,18109,17898,17646,143,44,51,4,10,211,0.074,0500000US36097,Schuyler County,17898,329,17569,16899,16618,91,38,108,1,43,670,0.136,0.062,0.835,6.2%,83.5%
0500000US36099,36099,36,99,"Seneca County, New York",35251,952,34299,33895,31999,1513,96,238,2,47,404,0.173,0500000US36099,Seneca County,33814,1367,32447,31038,29273,1263,151,268,3,80,1409,0.246,0.072,0.418,7.2%,41.8%
0500000US36101,36101,36,101,"Steuben County, New York",98990,1371,97619,96387,93476,1487,193,1151,14,66,1232,0.108,0500000US36101,Steuben County,93584,1718,91866,87886,84338,1416,203,1616,12,301,3980,0.185,0.078,0.721,7.8%,72.1%
0500000US36103,36103,36,103,"Suffolk County, New York",1493350,246239,1247111,1227362,1068728,102117,2906,50295,275,3041,19749,0.455,0500000US36103,Suffolk County,1525920,332959,1192961,1152439,967330,107268,3102,65019,241,9479,40522,0.543,0.088,0.194,8.8%,19.4%
0500000US36105,36105,36,105,"Sullivan County, New York",77547,10554,66993,65593,57780,6349,228,1033,14,189,1400,0.419,0500000US36105,Sullivan County,78624,14007,64617,61115,52691,6069,174,1569,10,602,3502,0.511,0.092,0.219,9.2%,21.9%
0500000US36107,36107,36,107,"Tioga County, New York",51125,694,50431,49936,49105,349,73,371,12,26,495,0.077,0500000US36107,Tioga County,48455,1117,47338,45231,44195,434,62,370,12,158,2107,0.166,0.088,1.147,8.8%,114.7%
0500000US36109,36109,36,109,"Tompkins County, New York",101564,4264,97300,94484,81490,3773,270,8680,40,231,2816,0.345,0500000US36109,Tompkins County,105740,7077,98663,92403,76737,4274,248,10487,35,622,6260,0.454,0.109,0.315,10.9%,31.5%
0500000US36111,36111,36,111,"Ulster County, New York",182493,15909,166584,162928,149099,9982,414,3060,29,344,3656,0.321,0500000US36111,Ulster County,181851,21119,160732,152194,136695,10152,306,3778,45,1218,8538,0.416,0.094,0.294,9.4%,29.4%
0500000US36113,36113,36,113,"Warren County, New York",65707,1178,64529,63749,62585,556,117,449,5,37,780,0.092,0500000US36113,Warren County,65737,1752,63985,61092,59299,736,139,729,0,189,2893,0.183,0.091,0.989,9.1%,98.9%
0500000US36115,36115,36,115,"Washington County, New York",63216,1446,61770,61191,58996,1734,109,260,11,81,579,0.128,0500000US36115,Washington County,61302,1761,59541,56801,54605,1563,149,319,22,143,2740,0.203,0.075,0.590,7.5%,59.0%
0500000US36117,36117,36,117,"Wayne County, New York",93772,3476,90296,88810,85318,2743,201,465,24,59,1486,0.170,0500000US36117,Wayne County,91283,4514,86769,82556,79230,2397,171,473,13,272,4213,0.241,0.072,0.422,7.2%,42.2%
0500000US36119,36119,36,119,"Westchester County, New York",949113,207032,742081,727387,544563,126585,1141,51123,218,3757,14694,0.602,0500000US36119,Westchester County,1004457,269334,735123,703419,497684,131010,1017,64907,150,8651,31704,0.660,0.058,0.096,5.8%,9.6%
0500000US36121,36121,36,121,"Wyoming County, New York",42155,1244,40911,40621,38042,2233,103,156,7,80,290,0.182,0500000US36121,Wyoming County,40531,1490,39041,37814,35579,1852,83,217,6,77,1227,0.225,0.043,0.237,4.3%,23.7%
0500000US36123,36123,36,123,"Yates County, New York",25348,421,24927,24712,24371,196,35,96,1,13,215,0.075,0500000US36123,Yates County,24774,674,24100,23400,23049,145,28,93,8,77,700,0.133,0.058,0.767,5.8%,76.7%
0500000US37001,37001,37,1,"Alamance County, North Carolina",151131,16639,134492,132317,101718,27985,542,1806,55,211,2175,0.500,0500000US37001,Alamance County,171415,24703,146712,140285,102487,33555,584,2811,86,762,6427,0.582,0.081,0.163,8.1%,16.3%
0500000US37003,37003,37,3,"Alexander County, North Carolina",37198,1601,35597,35171,32671,2025,84,357,11,23,426,0.224,0500000US37003,Alexander County,36444,1836,34608,33397,30893,1919,111,390,1,83,1211,0.275,0.051,0.230,5.1%,23.0%
0500000US37005,37005,37,5,"Alleghany County, North Carolina",11155,1004,10151,10069,9862,133,18,53,2,1,82,0.210,0500000US37005,Alleghany County,10888,1288,9600,9349,9186,103,35,15,6,4,251,0.274,0.064,0.302,6.4%,30.2%
0500000US37007,37007,37,7,"Anson County, North Carolina",26948,812,26136,25842,12344,13038,148,281,4,27,294,0.555,0500000US37007,Anson County,22055,665,21390,20783,10593,9838,89,221,4,38,607,0.569,0.014,0.025,1.4%,2.5%
0500000US37009,37009,37,9,"Ashe County, North Carolina",27281,1311,25970,25739,25420,148,56,105,5,5,231,0.129,0500000US37009,Ashe County,26577,1519,25058,24358,24028,125,48,102,12,43,700,0.179,0.049,0.381,4.9%,38.1%
0500000US37011,37011,37,11,"Avery County, North Carolina",17797,797,17000,16881,16029,706,66,56,5,19,119,0.185,0500000US37011,Avery County,17806,987,16819,16357,15549,649,58,56,1,44,462,0.232,0.047,0.255,4.7%,25.5%
0500000US37013,37013,37,13,"Beaufort County, North Carolina",47759,3166,44593,44126,31705,12105,116,158,2,40,467,0.491,0500000US37013,Beaufort County,44652,3433,41219,40018,29431,10195,90,164,16,122,1201,0.507,0.016,0.033,1.6%,3.3%
0500000US37015,37015,37,15,"Bertie County, North Carolina",21282,267,21015,20842,7393,13252,88,103,0,6,173,0.491,0500000US37015,Bertie County,17934,330,17604,17141,6298,10674,57,63,0,49,463,0.521,0.030,0.061,3.0%,6.1%
0500000US37017,37017,37,17,"Bladen County, North Carolina",35190,2502,32688,32257,19242,12202,712,67,5,29,431,0.575,0500000US37017,Bladen County,29606,2546,27060,26158,15830,9505,701,47,8,67,902,0.602,0.027,0.047,2.7%,4.7%
0500000US37019,37019,37,19,"Brunswick County, North Carolina",107431,5549,101882,100311,86818,12120,652,560,33,128,1571,0.331,0500000US37019,Brunswick County,136693,7420,129273,124182,110716,11392,743,890,75,366,5091,0.333,0.001,0.004,0.1%,0.4%
0500000US37021,37021,37,21,"Buncombe County, North Carolina",238318,14254,224064,219992,201241,14979,778,2388,271,335,4072,0.279,0500000US37021,Buncombe County,269452,21922,247530,235729,214862,15017,727,3274,467,1382,11801,0.352,0.073,0.263,7.3%,26.3%
0500000US37023,37023,37,23,"Burke County, North Carolina",90912,4634,86278,85044,75472,5953,207,3163,162,87,1234,0.303,0500000US37023,Burke County,87570,7184,80386,77118,68664,4762,238,3150,64,240,3268,0.373,0.070,0.232,7.0%,23.2%
0500000US37025,37025,37,25,"Cabarrus County, North Carolina",178011,16767,161244,158493,127526,26660,497,3460,60,290,2751,0.455,0500000US37025,Cabarrus County,225804,27263,198541,189229,133781,41687,598,11933,122,1108,9312,0.596,0.141,0.310,14.1%,31.0%
0500000US37027,37027,37,27,"Caldwell County, North Carolina",83029,3796,79233,78256,73565,4025,159,421,16,70,977,0.210,0500000US37027,Caldwell County,80652,4923,75729,72687,67868,3843,196,527,15,238,3042,0.284,0.074,0.352,7.4%,35.2%
0500000US37029,37029,37,29,"Camden County, North Carolina",9980,215,9765,9582,8103,1299,32,145,3,0,183,0.323,0500000US37029,Camden County,10355,340,10015,9461,8200,1049,40,118,1,53,554,0.359,0.036,0.111,3.6%,11.1%
0500000US37031,37031,37,31,"Carteret County, North Carolina",66469,2241,64228,63106,58101,3986,283,576,63,97,1122,0.231,0500000US37031,Carteret County,67686,3119,64567,61897,57538,3208,252,584,63,252,2670,0.271,0.041,0.176,4.1%,17.6%
0500000US37033,37033,37,33,"Caswell County, North Carolina",23719,744,22975,22651,14513,7991,70,60,4,13,324,0.511,0500000US37033,Caswell County,22736,1002,21734,21036,14036,6804,65,61,13,57,698,0.526,0.015,0.030,1.5%,3.0%
0500000US37035,37035,37,35,"Catawba County, North Carolina",154358,13032,141326,139132,120388,12857,342,5311,34,200,2194,0.376,0500000US37035,Catawba County,160610,17377,143233,136681,116120,12628,379,6937,78,539,6552,0.456,0.080,0.212,8.0%,21.2%
0500000US37037,37037,37,37,"Chatham County, North Carolina",63505,8228,55277,54458,45185,8272,163,694,15,129,819,0.460,0500000US37037,Chatham County,76285,10372,65913,62976,53087,7768,173,1616,24,308,2937,0.485,0.025,0.055,2.5%,5.5%
0500000US37039,37039,37,39,"Cherokee County, North Carolina",27444,688,26756,26146,25341,327,336,131,8,3,610,0.146,0500000US37039,Cherokee County,28774,899,27875,26380,25366,373,417,158,0,66,1495,0.219,0.073,0.499,7.3%,49.9%
0500000US37041,37041,37,41,"Chowan County, North Carolina",14793,467,14326,14188,9040,5054,38,51,2,3,138,0.509,0500000US37041,Chowan County,13708,530,13178,12745,8268,4376,43,39,1,18,433,0.532,0.023,0.045,2.3%,4.5%
0500000US37043,37043,37,43,"Clay County, North Carolina",10587,258,10329,10202,10080,64,32,24,2,0,127,0.093,0500000US37043,Clay County,11089,438,10651,10218,10044,60,44,40,7,23,433,0.176,0.084,0.904,8.4%,90.4%
0500000US37045,37045,37,45,"Cleveland County, North Carolina",98078,2756,95322,94054,72793,20237,193,735,22,74,1268,0.406,0500000US37045,Cleveland County,99519,4039,95480,91623,70163,20034,222,854,23,327,3857,0.459,0.054,0.132,5.4%,13.2%
0500000US37047,37047,37,47,"Columbus County, North Carolina",58098,2662,55436,54690,35068,17587,1788,143,26,78,746,0.541,0500000US37047,Columbus County,50623,2613,48010,46501,30019,14503,1670,156,10,143,1509,0.562,0.021,0.038,2.1%,3.8%
0500000US37049,37049,37,49,"Craven County, North Carolina",103505,6272,97233,95002,69425,22868,420,2058,106,125,2231,0.497,0500000US37049,Craven County,100720,7195,93525,88809,64933,19903,318,3059,150,446,4716,0.537,0.040,0.081,4.0%,8.1%
0500000US37051,37051,37,51,"Cumberland County, North Carolina",319431,30190,289241,278013,150749,113939,4655,6885,1114,671,11228,0.639,0500000US37051,Cumberland County,334728,39498,295230,274527,133201,124173,4647,8943,1357,2206,20703,0.685,0.046,0.072,4.6%,7.2%
0500000US37053,37053,37,53,"Currituck County, North Carolina",23547,704,22843,22494,20876,1348,103,141,10,16,349,0.210,0500000US37053,Currituck County,28100,1218,26882,25376,23505,1377,98,265,22,109,1506,0.293,0.083,0.398,8.3%,39.8%
0500000US37055,37055,37,55,"Dare County, North Carolina",33920,2210,31710,31209,30061,812,101,211,10,14,501,0.210,0500000US37055,Dare County,36915,2554,34361,33108,31921,678,99,260,10,140,1253,0.246,0.036,0.174,3.6%,17.4%
0500000US37057,37057,37,57,"Davidson County, North Carolina",162878,10408,152470,150592,133486,14269,634,1957,26,220,1878,0.316,0500000US37057,Davidson County,168930,13902,155028,148965,129487,15839,665,2440,43,491,6063,0.395,0.079,0.250,7.9%,25.0%
0500000US37059,37059,37,59,"Davie County, North Carolina",41240,2496,38744,38188,35257,2552,106,228,6,39,556,0.261,0500000US37059,Davie County,42712,3375,39337,37724,34809,2413,96,277,5,124,1613,0.325,0.064,0.243,6.4%,24.3%
0500000US37061,37061,37,61,"Duplin County, North Carolina",58505,12059,46446,45981,30959,14640,173,135,28,46,465,0.615,0500000US37061,Duplin County,48715,10813,37902,36815,24945,11437,154,155,4,120,1087,0.633,0.018,0.029,1.8%,2.9%
0500000US37063,37063,37,63,"Durham County, North Carolina",267587,36077,231510,226694,112697,100260,722,12180,135,700,4816,0.662,0500000US37063,Durham County,324833,50104,274729,262296,133768,109225,704,16707,83,1809,12433,0.689,0.028,0.042,2.8%,4.2%
0500000US37065,37065,37,65,"Edgecombe County, North Carolina",56552,2104,54448,53971,21360,32318,128,113,7,45,477,0.529,0500000US37065,Edgecombe County,48900,2706,46194,45026,17340,27299,128,112,9,138,1168,0.559,0.030,0.056,3.0%,5.6%
0500000US37067,37067,37,67,"Forsyth County, North Carolina",350670,41775,308895,303640,205934,89533,894,6427,156,696,5255,0.575,0500000US37067,Forsyth County,382590,54688,327902,313877,208126,93738,978,9179,233,1623,14025,0.622,0.046,0.081,4.6%,8.1%
0500000US37069,37069,37,69,"Franklin County, North Carolina",60619,4776,55843,55070,38478,15995,253,272,5,67,773,0.521,0500000US37069,Franklin County,68573,6962,61611,59075,42285,15785,259,452,17,277,2536,0.555,0.034,0.065,3.4%,6.5%
0500000US37071,37071,37,71,"Gaston County, North Carolina",206086,12201,193885,190798,156310,31002,707,2462,44,273,3087,0.398,0500000US37071,Gaston County,227943,20068,207875,198580,153653,39762,753,3509,59,844,9295,0.506,0.107,0.269,10.7%,26.9%
0500000US37073,37073,37,73,"Gates County, North Carolina",12197,173,12024,11825,7684,4040,62,17,6,16,199,0.493,0500000US37073,Gates County,10478,201,10277,9851,6705,3022,64,21,10,29,426,0.505,0.012,0.025,1.2%,2.5%
0500000US37075,37075,37,75,"Graham County, North Carolina",8861,194,8667,8528,7942,17,538,29,2,0,139,0.192,0500000US37075,Graham County,8030,219,7811,7529,6885,46,570,20,4,4,282,0.258,0.066,0.341,6.6%,34.1%
0500000US37077,37077,37,77,"Granville County, North Carolina",59916,4482,55434,54653,34550,19454,250,321,22,56,781,0.556,0500000US37077,Granville County,60992,6211,54781,52727,33610,18315,205,366,24,207,2054,0.595,0.038,0.069,3.8%,6.9%
0500000US37079,37079,37,79,"Greene County, North Carolina",21362,3054,18308,18118,10038,7902,98,67,2,11,190,0.622,0500000US37079,Greene County,20451,2936,17515,17060,9644,7206,95,37,0,78,455,0.632,0.011,0.017,1.1%,1.7%
0500000US37081,37081,37,81,"Guilford County, North Carolina",488406,34826,453580,444656,265228,156982,2071,19059,193,1123,8924,0.595,0500000US37081,Guilford County,541299,52152,489147,468766,255640,179423,1918,28719,216,2850,20381,0.654,0.059,0.099,5.9%,9.9%
0500000US37083,37083,37,83,"Halifax County, North Carolina",54691,1152,53539,52977,21569,28986,2008,357,8,49,562,0.562,0500000US37083,Halifax County,48622,1454,47168,45834,19070,24737,1593,281,11,142,1334,0.585,0.023,0.041,2.3%,4.1%
0500000US37085,37085,37,85,"Harnett County, North Carolina",114678,12359,102319,99600,73707,23591,991,983,126,202,2719,0.532,0500000US37085,Harnett County,133568,18899,114669,107980,77876,26769,978,1408,242,707,6689,0.597,0.065,0.122,6.5%,12.2%
0500000US37087,37087,37,87,"Haywood County, North Carolina",59036,1999,57037,56503,55368,615,270,212,8,30,534,0.119,0500000US37087,Haywood County,62089,2829,59260,57166,55685,656,308,360,1,156,2094,0.192,0.073,0.615,7.3%,61.5%
0500000US37089,37089,37,89,"Henderson County, North Carolina",106740,10424,96316,94836,90105,3149,318,994,165,105,1480,0.277,0500000US37089,Henderson County,116281,14999,101282,97267,91747,3299,284,1296,241,400,4015,0.359,0.082,0.296,8.2%,29.6%
0500000US37091,37091,37,91,"Hertford County, North Carolina",24669,644,24025,23769,8479,14845,271,127,1,46,256,0.519,0500000US37091,Hertford County,21552,1579,19973,19339,6721,12215,188,113,3,99,634,0.575,0.056,0.109,5.6%,10.9%
0500000US37093,37093,37,93,"Hoke County, North Carolina",46952,5823,41129,39490,19142,15392,4313,467,88,88,1639,0.701,0500000US37093,Hoke County,52082,7687,44395,41096,19667,16385,3803,716,189,336,3299,0.727,0.026,0.037,2.6%,3.7%
0500000US37095,37095,37,95,"Hyde County, North Carolina",5810,411,5399,5334,3436,1833,22,16,1,26,65,0.546,0500000US37095,Hyde County,4589,347,4242,4111,2928,1152,7,7,2,15,131,0.523,-0.022,-0.041,-2.2%,-4.1%
0500000US37097,37097,37,97,"Iredell County, North Carolina",159437,10844,148593,146384,124107,18748,416,2899,36,178,2209,0.375,0500000US37097,Iredell County,186693,15777,170916,163517,136393,21255,437,4718,58,656,7399,0.444,0.069,0.184,6.9%,18.4%
0500000US37099,37099,37,99,"Jackson County, North Carolina",40271,2038,38233,37556,32795,729,3656,339,14,23,677,0.325,0500000US37099,Jackson County,43109,3292,39817,37997,32800,736,3849,497,10,105,1820,0.405,0.080,0.245,8.0%,24.5%
0500000US37101,37101,37,101,"Johnston County, North Carolina",168878,21814,147064,144880,117869,25082,689,976,33,231,2184,0.474,0500000US37101,Johnston County,215999,34400,181599,173200,136464,33041,880,1831,71,913,8399,0.550,0.077,0.162,7.7%,16.2%
0500000US37103,37103,37,103,"Jones County, North Carolina",10153,398,9755,9590,6217,3276,51,32,2,12,165,0.519,0500000US37103,Jones County,9172,394,8778,8460,5787,2564,42,32,0,35,318,0.521,0.002,0.003,0.2%,0.3%
0500000US37105,37105,37,105,"Lee County, North Carolina",57866,10576,47290,46511,34321,11369,253,475,13,80,779,0.576,0500000US37105,Lee County,63285,13122,50163,47900,36055,10701,231,643,43,227,2263,0.602,0.026,0.046,2.6%,4.6%
0500000US37107,37107,37,107,"Lenoir County, North Carolina",59495,3917,55578,54971,30492,23968,163,256,26,66,607,0.571,0500000US37107,Lenoir County,55122,4365,50757,49239,26582,22034,134,332,22,135,1518,0.601,0.030,0.053,3.0%,5.3%
0500000US37109,37109,37,109,"Lincoln County, North Carolina",78265,5238,73027,72147,67139,4269,222,415,13,89,880,0.256,0500000US37109,Lincoln County,86810,6412,80398,77218,71661,4405,237,692,15,208,3180,0.309,0.053,0.205,5.3%,20.5%
0500000US37111,37111,37,111,"McDowell County, North Carolina",44996,2392,42604,42144,39982,1663,131,344,0,24,460,0.206,0500000US37111,McDowell County,44578,2947,41631,40148,37788,1707,136,388,0,129,1483,0.274,0.068,0.331,6.8%,33.1%
0500000US37113,37113,37,113,"Macon County, North Carolina",33922,2230,31692,31393,30599,419,143,201,3,28,299,0.182,0500000US37113,Macon County,37014,3498,33516,32313,31535,252,167,250,6,103,1203,0.264,0.082,0.453,8.2%,45.3%
0500000US37115,37115,37,115,"Madison County, North Carolina",20764,423,20341,20105,19734,233,43,70,8,17,236,0.096,0500000US37115,Madison County,21193,748,20445,19644,19233,197,56,84,1,73,801,0.174,0.078,0.807,7.8%,80.7%
0500000US37117,37117,37,117,"Martin County, North Carolina",24505,769,23736,23542,12790,10601,65,71,5,10,194,0.539,0500000US37117,Martin County,22031,895,21136,20628,11528,8868,69,98,1,64,508,0.562,0.023,0.042,2.3%,4.2%
0500000US37119,37119,37,119,"Mecklenburg County, North Carolina",919628,111944,807684,791173,465372,278042,2843,41991,518,2407,16511,0.635,0500000US37119,Mecklenburg County,1115482,169922,945560,905248,498683,324832,2730,71583,531,6889,40312,0.687,0.051,0.081,5.1%,8.1%
0500000US37121,37121,37,121,"Mitchell County, North Carolina",15579,631,14948,14801,14656,53,36,46,1,9,147,0.113,0500000US37121,Mitchell County,14903,701,14202,13677,13514,50,30,52,1,30,525,0.174,0.061,0.539,6.1%,53.9%
0500000US37123,37123,37,123,"Montgomery County, North Carolina",27798,3926,23872,23617,17875,5182,102,439,3,16,255,0.531,0500000US37123,Montgomery County,25751,3924,21827,21212,16504,4192,76,391,2,47,615,0.539,0.007,0.014,0.7%,1.4%
0500000US37125,37125,37,125,"Moore County, North Carolina",88247,5261,82986,81757,68487,11727,689,736,25,93,1229,0.376,0500000US37125,Moore County,99727,7365,92362,88271,75391,10545,688,1237,59,351,4091,0.410,0.034,0.090,3.4%,9.0%
0500000US37127,37127,37,127,"Nash County, North Carolina",95840,6015,89825,88628,51770,35449,567,713,17,112,1197,0.567,0500000US37127,Nash County,94970,7322,87648,84950,46317,36679,615,904,28,407,2698,0.606,0.039,0.069,3.9%,6.9%
0500000US37129,37129,37,129,"New Hanover County, North Carolina",202667,10716,191951,188739,155631,29469,798,2380,108,353,3212,0.386,0500000US37129,New Hanover County,225702,17300,208402,199410,167150,26974,678,3468,148,992,8992,0.430,0.044,0.113,4.4%,11.3%
0500000US37131,37131,37,131,"Northampton County, North Carolina",22099,305,21794,21602,8596,12847,90,38,1,30,192,0.510,0500000US37131,Northampton County,17471,353,17118,16634,6835,9649,43,27,4,76,484,0.541,0.030,0.059,3.0%,5.9%
0500000US37133,37133,37,133,"Onslow County, North Carolina",177772,17896,159876,154039,122558,26577,1013,3163,438,290,5837,0.491,0500000US37133,Onslow County,204576,27641,176935,163890,129499,26939,1019,4508,777,1148,13045,0.559,0.068,0.139,6.8%,13.9%
