countyID,county_name,obs_adj,totobsadj,obs,totrawobs,county_name_census,ACS_count,ACS_share,FF_count,FF_share_500,FF_share_200,Add_FF_share_500,Add_FF_share_200,County,Number of Immigrants,Immigrant Share of Population,Immigrant Taxes Paid (in M$),Immigrant Spending Power (in M$),Number of Immigrant Entrepreneurs,Number of Eligible Immigrant Voters,Source,no_data
37023,Burke NC,175,"4,449",261,6650,"Burke County, North Carolina",1,1,1,1,1,-  ,-,Burke NC,3669,4.1%,21.10,68.40,N/A,1432,5-year 2018 American Community Survey,0
37025,Cabarrus NC,594,"9,156",688,12519,"Cabarrus County, North Carolina",1,1,1,1,1,-  ,-,Cabarrus NC,15443,7.8%,163.80,449.20,N/A,6097,5-year 2018 American Community Survey,0
37027,Caldwell NC,107,"3,820",155,5528,"Caldwell County, North Carolina",1,1,1,1,1,-  ,-,Caldwell NC,2904,3.5%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37029,Camden NC,12,490,141,5636,"Camden County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Camden NC,N/A,2.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37031,Carteret NC,129,"4,914",248,9413,"Carteret County, North Carolina",1,1,1,1,1,-  ,-,Carteret NC,2026,3.0%,15.00,44.70,N/A,771,5-year 2018 American Community Survey,0
37033,Caswell NC,38,"1,193",196,6182,"Caswell County, North Carolina",-  ,1,-  ,1,1,-  ,-,Caswell NC,N/A,3.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37035,Catawba NC,405,"7,295",405,7295,"Catawba County, North Carolina",1,1,1,1,1,-  ,-,Catawba NC,10864,7.0%,60.20,199.70,N/A,3682,5-year 2018 American Community Survey,0
37037,Chatham NC,253,"3,184",483,6087,"Chatham County, North Carolina",1,1,1,1,1,-  ,-,Chatham NC,6429,9.5%,37.90,121.50,N/A,2300,5-year 2018 American Community Survey,0
37039,Cherokee NC,45,"1,474",176,5712,"Cherokee County, North Carolina",-  ,1,-  ,1,1,-  ,-,Cherokee NC,N/A,3.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37041,Chowan NC,18,727,141,5636,"Chowan County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Chowan NC,N/A,2.3%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37043,Clay NC,18,571,176,5712,"Clay County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Clay NC,N/A,3.2%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37045,Cleveland NC,134,"5,043",361,13608,"Cleveland County, North Carolina",1,1,1,1,1,-  ,-,Cleveland NC,3066,3.1%,17.40,55.70,N/A,1202,5-year 2018 American Community Survey,0
37047,Columbus NC,77,"3,038",141,5585,"Columbus County, North Carolina",1,1,1,1,1,-  ,-,Columbus NC,1851,3.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37049,Craven NC,151,"4,810",151,4810,"Craven County, North Carolina",1,1,1,1,1,-  ,-,Craven NC,4388,4.3%,N/A,N/A,N/A,1648,5-year 2018 American Community Survey,0
37051,Cumberland NC,"1,093","17,374","1,093",17374,"Cumberland County, North Carolina",1,1,1,1,1,-  ,-,Cumberland NC,22079,6.7%,144.60,411.50,1031,10944,5-year 2018 American Community Survey,0
37053,Currituck NC,29,"1,155",141,5636,"Currituck County, North Carolina",-  ,1,-  ,1,1,-  ,-,Currituck NC,N/A,2.5%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37055,Dare NC,46,"1,821",141,5536,"Dare County, North Carolina",-  ,1,1,1,1,-  ,-,Dare NC,N/A,3.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37057,Davidson NC,276,"7,511",276,7511,"Davidson County, North Carolina",1,1,1,1,1,-  ,-,Davidson NC,7569,4.6%,31.00,120.90,N/A,2266,5-year 2018 American Community Survey,0
37059,Davie NC,79,"2,085",201,5293,"Davie County, North Carolina",1,1,1,1,1,-  ,-,Davie NC,2124,5.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37061,Duplin NC,244,"3,093",509,6443,"Duplin County, North Carolina",1,1,1,1,1,-  ,-,Duplin NC,6463,11.0%,17.40,75.10,N/A,N/A,5-year 2018 American Community Survey,0
37063,Durham NC,"1,475","12,233","1,475",12233,"Durham County, North Carolina",1,1,1,1,1,-  ,-,Durham NC,42593,13.9%,344.20,946.80,2570,12426,5-year 2018 American Community Survey,0
37065,Edgecombe NC,87,"2,491",234,6715,"Edgecombe County, North Carolina",1,1,1,1,1,-  ,-,Edgecombe NC,2072,3.8%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37067,Forsyth NC,"1,363","19,001","1,363",19001,"Forsyth County, North Carolina",1,1,1,1,1,-  ,-,Forsyth NC,33117,8.9%,230.30,677.80,2034,10885,5-year 2018 American Community Survey,0
37069,Franklin NC,129,"2,774",257,5525,"Franklin County, North Carolina",1,1,1,1,1,-  ,-,Franklin NC,3168,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37071,Gaston NC,549,"12,450",549,12450,"Gaston County, North Carolina",1,1,1,1,1,-  ,-,Gaston NC,11052,5.1%,77.60,220.90,1172,4473,5-year 2018 American Community Survey,0
37073,Gates NC,15,597,141,5636,"Gates County, North Carolina",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
37075,Graham NC,10,491,128,5987,"Graham County, North Carolina",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
37077,Granville NC,95,"3,011",196,6182,"Granville County, North Carolina",1,1,1,1,1,-  ,-,Granville NC,2156,3.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37079,Greene NC,63,"1,121",305,5388,"Greene County, North Carolina",1,1,1,1,1,-  ,-,Greene NC,1436,6.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37081,Guilford NC,"2,255","24,646","2,255",24646,"Guilford County, North Carolina",1,1,1,1,1,-  ,-,Guilford NC,54173,10.3%,372.20,1093.10,3244,20958,5-year 2018 American Community Survey,0
37083,Halifax NC,100,"3,833",196,7545,"Halifax County, North Carolina",1,1,1,1,1,-  ,-,Halifax NC,1175,2.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37085,Harnett NC,474,"9,626",474,9626,"Harnett County, North Carolina",1,1,1,1,1,-  ,-,Harnett NC,8349,6.4%,42.20,146.50,N/A,2973,5-year 2018 American Community Survey,0
37087,Haywood NC,70,"3,257",128,5987,"Haywood County, North Carolina",1,1,1,1,1,-  ,-,Haywood NC,1405,2.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37089,Henderson NC,267,"5,361",350,7026,"Henderson County, North Carolina",1,1,1,1,1,-  ,-,Henderson NC,7117,6.3%,39.70,127.50,N/A,2415,5-year 2018 American Community Survey,0
37091,Hertford NC,45,"1,728",196,7545,"Hertford County, North Carolina",-  ,1,-  ,1,1,-  ,-,Hertford NC,N/A,3.3%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37093,Hoke NC,85,"2,515",235,6947,"Hoke County, North Carolina",1,1,1,1,1,-  ,-,Hoke NC,2016,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37095,Hyde NC,8,310,141,5536,"Hyde County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Hyde NC,N/A,4.4%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37097,Iredell NC,486,"9,514",639,13542,"Iredell County, North Carolina",1,1,1,1,1,-  ,-,Iredell NC,11017,6.5%,110.10,291.90,N/A,3925,5-year 2018 American Community Survey,0
37099,Jackson NC,64,"2,168",304,11699,"Jackson County, North Carolina",1,1,1,1,1,-  ,-,Jackson NC,1316,3.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37101,Johnston NC,408,"6,865",408,6865,"Johnston County, North Carolina",1,1,1,1,1,-  ,-,Johnston NC,14467,7.6%,84.40,256.90,N/A,3573,5-year 2018 American Community Survey,0
37103,Jones NC,12,448,130,4814,"Jones County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Jones NC,N/A,2.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37105,Lee NC,230,"2,903",483,6087,"Lee County, North Carolina",1,1,1,1,1,-  ,-,Lee NC,5863,9.5%,34.60,110.80,N/A,2097,5-year 2018 American Community Survey,0
37107,Lenoir NC,71,"2,614",130,4814,"Lenoir County, North Carolina",1,1,1,1,1,-  ,-,Lenoir NC,1911,3.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37109,Lincoln NC,118,"4,040",190,6526,"Lincoln County, North Carolina",1,1,1,1,1,-  ,-,Lincoln NC,2977,3.7%,19.50,60.60,N/A,1236,5-year 2018 American Community Survey,0
37111,McDowell NC,86,"2,201",261,6650,"McDowell County, North Carolina",1,1,1,1,1,-  ,-,McDowell NC,1815,4.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37113,Macon NC,56,"1,822",176,5712,"Macon County, North Carolina",1,1,1,1,1,-  ,-,Macon NC,1162,3.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37115,Madison NC,24,"1,144",128,5987,"Madison County, North Carolina",-  ,1,-  ,-  ,1,-  ,-,Madison NC,N/A,2.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37117,Martin NC,34,"1,318",141,5536,"Martin County, North Carolina",-  ,1,-  ,-  ,1,-  ,-,Martin NC,N/A,1.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37119,Mecklenburg NC,"6,360","48,288","6,360",48288,"Mecklenburg County, North Carolina",1,1,1,1,1,-  ,-,Mecklenburg NC,155115,14.7%,1317.60,3646.20,9973,52965,5-year 2018 American Community Survey,0
37121,Mitchell NC,31,976,257,8136,"Mitchell County, North Carolina",-  ,1,-  ,-  ,1,-  ,-,Mitchell NC,N/A,3.3%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37123,Montgomery NC,64,"1,401",267,5836,"Montgomery County, North Carolina",1,1,1,1,1,-  ,-,Montgomery NC,1591,5.4%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37125,Moore NC,203,"4,435",267,5836,"Moore County, North Carolina",1,1,1,1,1,-  ,-,Moore NC,5037,5.4%,63.70,141.70,N/A,1820,5-year 2018 American Community Survey,0
37127,Nash NC,147,"4,224",234,6715,"Nash County, North Carolina",1,1,1,1,1,-  ,-,Nash NC,3512,3.8%,15.00,51.00,N/A,N/A,5-year 2018 American Community Survey,0
37129,New Hanover NC,413,"9,777",517,12384,"New Hanover County, North Carolina",1,1,1,1,1,-  ,-,New Hanover NC,11189,5.0%,84.60,233.60,N/A,4755,5-year 2018 American Community Survey,0
37131,Northampton NC,40,"1,547",196,7545,"Northampton County, North Carolina",-  ,1,-  ,-  ,1,-  ,-,Northampton NC,N/A,1.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37133,Onslow NC,297,"7,795",380,10852,"Onslow County, North Carolina",1,1,1,1,1,-  ,-,Onslow NC,8144,4.3%,35.00,126.20,N/A,4062,5-year 2018 American Community Survey,0
37135,Orange NC,856,"7,866",856,7866,"Orange County, North Carolina",1,1,1,1,1,-  ,-,Orange NC,18753,13.1%,266.60,597.60,N/A,7091,5-year 2018 American Community Survey,0
37137,Pamlico NC,26,970,248,9413,"Pamlico County, North Carolina",-  ,1,-  ,-  ,1,-  ,-,Pamlico NC,N/A,3.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37139,Pasquotank NC,50,"2,001",141,5636,"Pasquotank County, North Carolina",1,1,1,1,1,-  ,-,Pasquotank NC,1011,2.5%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37141,Pender NC,104,"2,607",206,5152,"Pender County, North Carolina",1,1,1,1,1,-  ,-,Pender NC,2534,4.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37143,Perquimans NC,16,659,141,5636,"Perquimans County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Perquimans NC,N/A,2.1%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37145,Person NC,63,"1,984",196,6182,"Person County, North Carolina",1,1,1,1,1,-  ,-,Person NC,1421,3.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37147,Pitt NC,291,"7,026",291,7026,"Pitt County, North Carolina",1,1,1,1,1,-  ,-,Pitt NC,8027,4.5%,66.70,182.20,N/A,2768,5-year 2018 American Community Survey,0
37149,Polk NC,25,"1,048",171,7082,"Polk County, North Carolina",-  ,1,-  ,1,1,-  ,-,Polk NC,N/A,2.5%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37151,Randolph NC,349,"6,639",349,6639,"Randolph County, North Carolina",1,1,1,1,1,-  ,-,Randolph NC,8731,6.1%,45.90,152.70,N/A,2341,5-year 2018 American Community Survey,0
37153,Richmond NC,84,"2,494",235,6947,"Richmond County, North Carolina",1,1,1,1,1,-  ,-,Richmond NC,1999,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37155,Robeson NC,387,"9,145",510,14026,"Robeson County, North Carolina",1,1,1,1,1,-  ,-,Robeson NC,5535,4.1%,18.90,75.10,N/A,1197,5-year 2018 American Community Survey,0
37157,Rockingham NC,97,"4,295",146,6469,"Rockingham County, North Carolina",1,1,1,1,1,-  ,-,Rockingham NC,2750,3.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37159,Rowan NC,206,"6,687",206,6687,"Rowan County, North Carolina",1,1,1,1,1,-  ,-,Rowan NC,6294,4.5%,47.10,142.30,N/A,2228,5-year 2018 American Community Survey,0
37161,Rutherford NC,84,"3,470",171,7082,"Rutherford County, North Carolina",1,1,1,1,1,-  ,-,Rutherford NC,1674,2.5%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37163,Sampson NC,265,"3,350",509,6443,"Sampson County, North Carolina",1,1,1,1,1,-  ,-,Sampson NC,7001,11.0%,18.80,81.40,N/A,954,5-year 2018 American Community Survey,0
37165,Scotland NC,66,"1,938",235,6947,"Scotland County, North Carolina",1,1,-  ,1,1,-  ,-,Scotland NC,1553,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37167,Stanly NC,94,"3,363",163,5848,"Stanly County, North Carolina",1,1,1,1,1,-  ,-,Stanly NC,2679,4.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37169,Stokes NC,49,"2,174",146,6469,"Stokes County, North Carolina",-  ,1,-  ,1,1,-  ,-,Stokes NC,N/A,3.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37171,Surry NC,160,"3,969",334,8304,"Surry County, North Carolina",1,1,1,1,1,-  ,-,Surry NC,3452,4.8%,15.00,51.60,N/A,1083,5-year 2018 American Community Survey,0
37173,Swain NC,17,772,128,5987,"Swain County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Swain NC,N/A,2.7%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37175,Transylvania NC,83,"1,665",350,7026,"Transylvania County, North Carolina",1,1,1,1,1,-  ,-,Transylvania NC,2211,6.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37177,Tyrrell NC,6,238,141,5536,"Tyrrell County, North Carolina",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
37179,Union NC,890,"12,148",971,13547,"Union County, North Carolina",1,1,1,1,1,-  ,-,Union NC,19611,8.8%,222.20,579.70,1949,8800,5-year 2018 American Community Survey,0
37181,Vance NC,97,"2,077",257,5525,"Vance County, North Carolina",1,1,1,1,1,-  ,-,Vance NC,2373,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37183,Wake NC,"5,380","46,140","5,380",46140,"Wake County, North Carolina",1,1,1,1,1,-  ,-,Wake NC,138013,13.2%,1555.60,3973.70,8673,55106,5-year 2018 American Community Survey,0
37185,Warren NC,43,"1,110",453,13070,"Warren County, North Carolina",-  ,1,-  ,1,1,-  ,-,Warren NC,N/A,4.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37187,Washington NC,18,709,141,5536,"Washington County, North Carolina",-  ,-  ,-  ,-  ,1,-  ,1,Washington NC,N/A,2.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
37189,Watauga NC,101,"3,206",257,8136,"Watauga County, North Carolina",1,1,1,1,1,-  ,-,Watauga NC,1688,3.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37191,Wayne NC,332,"5,362",332,5362,"Wayne County, North Carolina",1,1,1,1,1,-  ,-,Wayne NC,9312,7.5%,35.00,126.70,N/A,2480,5-year 2018 American Community Survey,0
37193,Wilkes NC,150,"3,737",334,8304,"Wilkes County, North Carolina",1,1,1,1,1,-  ,-,Wilkes NC,3250,4.8%,14.20,48.50,N/A,N/A,5-year 2018 American Community Survey,0
37195,Wilson NC,242,"4,267",305,5388,"Wilson County, North Carolina",1,1,1,1,1,-  ,-,Wilson NC,5468,6.7%,21.00,78.70,N/A,1708,5-year 2018 American Community Survey,0
37197,Yadkin NC,74,"1,943",201,5293,"Yadkin County, North Carolina",1,1,1,1,1,-  ,-,Yadkin NC,1978,5.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
37199,Yancey NC,35,"1,123",257,8136,"Yancey County, North Carolina",-  ,1,-  ,1,1,-  ,-,Yancey NC,N/A,3.1%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38001,Adams ND,3,145,219,11168,"Adams County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38003,Barnes ND,11,839,122,9423,"Barnes County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38005,Benson ND,7,509,122,9423,"Benson County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38007,Billings ND,1,45,219,11168,"Billings County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38009,Bottineau ND,6,490,122,9423,"Bottineau County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38011,Bowman ND,4,201,219,11168,"Bowman County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38013,Burke ND,2,123,219,11168,"Burke County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38015,Burleigh ND,49,"4,024",72,5917,"Burleigh County, North Dakota",-  ,1,1,1,1,-  ,-,Burleigh ND,N/A,2.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
38017,Cass ND,283,"5,875",283,5875,"Cass County, North Dakota",1,1,1,1,1,-  ,-,Cass ND,11861,6.8%,88.90,272.50,N/A,4484,5-year 2018 American Community Survey,0
38019,Cavalier ND,9,256,237,6743,"Cavalier County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38021,Dickey ND,5,405,122,9423,"Dickey County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38023,Divide ND,3,134,219,11168,"Divide County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38025,Dunn ND,4,223,219,11168,"Dunn County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38027,Eddy ND,2,179,122,9423,"Eddy County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38029,Emmons ND,2,178,72,5917,"Emmons County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38031,Foster ND,3,254,122,9423,"Foster County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38033,Golden Valley ND,2,112,219,11168,"Golden Valley County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38035,Grand Forks ND,152,"4,329",237,6743,"Grand Forks County, North Dakota",1,1,1,1,1,-  ,-,Grand Forks ND,3324,4.9%,23.60,75.40,N/A,1179,5-year 2018 American Community Survey,0
38037,Grant ND,3,156,219,11168,"Grant County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38039,Griggs ND,5,155,237,6743,"Griggs County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38041,Hettinger ND,3,156,219,11168,"Hettinger County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38043,Kidder ND,1,118,72,5917,"Kidder County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38045,LaMoure ND,4,311,122,9423,"LaMoure County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38047,Logan ND,1,101,72,5917,"Logan County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38049,McHenry ND,7,346,219,11168,"McHenry County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38051,McIntosh ND,2,136,72,5917,"McIntosh County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38053,McKenzie ND,8,402,219,11168,"McKenzie County, North Dakota",-  ,-  ,-  ,-  ,1,-  ,1,McKenzie ND,N/A,2.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38055,McLean ND,11,570,219,11168,"McLean County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38057,Mercer ND,11,536,219,11168,"Mercer County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38059,Morton ND,17,"1,361",72,5917,"Morton County, North Dakota",-  ,-  ,-  ,-  ,1,-  ,1,Morton ND,N/A,1.4%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38061,Mountrail ND,10,491,219,11168,"Mountrail County, North Dakota",-  ,-  ,-  ,-  ,1,-  ,1,Mountrail ND,N/A,2.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38063,Nelson ND,3,236,122,9423,"Nelson County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38065,Oliver ND,2,123,219,11168,"Oliver County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38067,Pembina ND,17,479,237,6743,"Pembina County, North Dakota",-  ,-  ,-  ,-  ,1,-  ,1,Pembina ND,N/A,4.2%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38069,Pierce ND,4,330,122,9423,"Pierce County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38071,Ramsey ND,11,867,122,9423,"Ramsey County, North Dakota",-  ,-  ,-  ,-  ,1,-  ,1,Ramsey ND,N/A,1.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38073,Ransom ND,5,415,122,9423,"Ransom County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38075,Renville ND,3,156,219,11168,"Renville County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38077,Richland ND,16,"1,234",122,9423,"Richland County, North Dakota",-  ,-  ,-  ,-  ,1,-  ,1,Richland ND,N/A,1.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
38079,Rolette ND,14,"1,055",122,9423,"Rolette County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38081,Sargent ND,4,292,122,9423,"Sargent County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38083,Sheridan ND,1,104,122,9423,"Sheridan County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38085,Sioux ND,5,268,219,11168,"Sioux County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38087,Slope ND,1,45,219,11168,"Slope County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38089,Stark ND,30,"1,552",219,11168,"Stark County, North Dakota",-  ,1,1,1,1,-  ,-,Stark ND,N/A,3.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
38091,Steele ND,5,128,237,6743,"Steele County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38093,Stutsman ND,21,"1,602",122,9423,"Stutsman County, North Dakota",-  ,1,-  ,-  ,1,-  ,-,Stutsman ND,N/A,1.6%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
38095,Towner ND,5,148,237,6743,"Towner County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38097,Traill ND,18,526,237,6743,"Traill County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38099,Walsh ND,25,722,237,6743,"Walsh County, North Dakota",-  ,1,-  ,-  ,1,-  ,-,Walsh ND,N/A,4.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
38101,Ward ND,77,"3,942",219,11168,"Ward County, North Dakota",1,1,1,1,1,-  ,-,Ward ND,2806,3.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
38103,Wells ND,4,320,122,9423,"Wells County, North Dakota",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
38105,Williams ND,28,"1,430",219,11168,"Williams County, North Dakota",-  ,1,1,1,1,-  ,-,Williams ND,N/A,3.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
39001,Adams OH,16,"1,585",64,6338,"Adams County, Ohio",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
39003,Allen OH,78,"6,038",78,6038,"Allen County, Ohio",1,1,1,1,1,-  ,-,Allen OH,1420,1.4%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
39005,Ashland OH,52,"3,216",111,6828,"Ashland County, Ohio",1,1,1,1,1,-  ,-,Ashland OH,1127,2.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
